epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.5859,1.70171,3.79274,1.50551,0.54747,0.07407,0.13966,0.08936,1.77755,3.36723,1.25133,1.25e-05,1.25e-05,1.25e-05
2,59.3732,1.87925,3.73379,1.44206,0.96227,0.07407,0.14868,0.09624,1.73065,3.20835,1.24017,1.89375e-05,1.89375e-05,1.89375e-05
