epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.2444,1.64499,3.81396,1.47327,0.52746,0.07407,0.13228,0.08257,1.78767,3.43067,1.24476,0,0,0
2,57.0993,1.91184,3.87444,1.47061,0.54089,0.07407,0.13702,0.08491,1.78425,3.38871,1.25071,6.3125e-06,6.3125e-06,6.3125e-06
